title,vote_average,adult,genres,spoken_languages
Special ID,5.504,False,"Drama, Action, Crime","English, Cantonese, Mandarin"
High Art,6.371,False,"Drama, Romance",English
The Voice of the Moon,6.8,False,"Adventure, Comedy, Fantasy",Italian
Ro.Go.Pa.G.,7.211,False,"Comedy, Drama","English, Italian"
Bamboozled,6.082,False,"Comedy, Drama",English
The Silence of the Sea,7.474,False,"Drama, War","German, French, English"
The Shortcut,4.612,False,"Mystery, Horror, Thriller",English
Silverton Siege,6.4,False,"Action, Crime, Drama",English
Delibal,7.319,False,"Romance, Drama",Turkish
One Point O,5.655,False,"Drama, Horror, Mystery, Science Fiction",English
Mystery of the Wax Museum,6.513,False,"Horror, Mystery",English
Detective Conan: The Raven Chaser,7.306,False,"Animation, Crime, Mystery, Thriller",Japanese
First Love,6.69,False,"Drama, Romance",Italian
Bob Lazar: Area 51 and Flying Saucers,6.241,False,Documentary,"English, French"
Ajab Prem Ki Ghazab Kahani,6.138,False,"Romance, Comedy, Action",Hindi
Welcome to New York,5.181,False,Drama,English
Once Upon a Forest,6.621,False,"Animation, Family, Adventure",English
The Tiger of Eschnapur,6.259,False,"Adventure, Drama, Romance",German
Ladies in Lavender,6.44,False,"Drama, Romance","English, German, Polish, French"
Black as Night,5.487,False,"Horror, Thriller",English
The Little Witch,6.843,False,"Family, Comedy, Drama",German
Prophecy,5.422,False,"Horror, Science Fiction",English
The Dude in Me,7.853,False,"Fantasy, Comedy, Action, Adventure",Korean
Kabir Singh,6.569,False,"Drama, Romance",Hindi
Ghost Killers vs. Bloody Mary,5.6,False,"Horror, Comedy",Portuguese
Einstein and Eddington,6.8,False,"History, Drama, TV Movie","English, Italian"
SMS,4.565,False,Comedy,French
Hoot,5.6,False,"Drama, Family, Adventure",English
While the City Sleeps,6.996,False,"Drama, Thriller",English
Alien: Covenant - Prologue: The Crossing,6.362,False,"Horror, Science Fiction",English
Crimewave,5.668,False,"Comedy, Crime",English
The Hunter,5.978,False,"Action, Thriller, Comedy",English
Penny Dreadful,5.431,False,"Horror, Thriller","English, Portuguese"
The Offering,5.283,False,"Mystery, Thriller, Horror",English
Great Freedom,7.191,False,"Drama, Romance","English, German"
Next Day Air,5.178,False,"Action, Comedy, Crime",English
The Hindenburg,6.287,False,"History, Thriller, Drama",English
Children of the Corn: Genesis,4.122,False,"Horror, Thriller",English
De-Lovely,6.2,False,"Drama, Music","Italian, French, English"
Battle at Big Rock,6.891,False,"Action, Adventure, Science Fiction",English
The 300 Spartans,6.352,False,"History, War, Adventure",English
My Wife is a Witch,5.9,False,Comedy,Italian
Mondocane,6.43,False,"Action, Crime, Science Fiction, Drama",Italian
Ebola Syndrome,6.326,False,"Horror, Crime","English, Zulu, Mandarin, Cantonese"
Our Futures,6.278,False,Comedy,French
Captain Kronos: Vampire Hunter,6.187,False,"Adventure, Horror",English
Not Safe for Work,5.4,False,Thriller,English
Even Cowgirls Get the Blues,4.4,False,"Comedy, Drama, Romance, Western","English, German"
To Each His Own Cinema,6.657,False,"Comedy, Drama","Danish, English, Finnish, French, Hebrew, Italian, Japanese, Portuguese, Russian, Spanish, Yiddish, Mandarin"
Sheep & Wolves,6.109,False,"Adventure, Animation, Comedy, Family, Fantasy, Romance",Russian
The Incident,5.578,False,"Horror, Thriller",English
Mamá,6.1,False,"Drama, Horror",Spanish
Lassie Come Home,6.691,False,"Adventure, Drama, Family",English
The Summit,5.813,False,"Drama, Thriller","English, Spanish, Portuguese"
Alien Hunter,5.2,False,"Science Fiction, Action, Adventure","Russian, English"
House Arrest,5.183,False,"Comedy, Family",English
Stone Cold,6.878,False,"Crime, Drama, Thriller, TV Movie",English
Dear Wendy,5.8,False,"Comedy, Crime, Drama, Romance",English
Doctor Who: Twice Upon a Time,8.0,False,"Science Fiction, Adventure","English, German"
A Swedish Love Story,7.052,False,"Drama, Romance",Swedish
10 Rules for Falling in Love,5.026,False,Comedy,Italian
K.G.F: Chapter 2,7.539,False,"Action, Crime, Drama",Kannada
Straight from the Barrio,7.935,False,"Drama, Action, Crime","English, Spanish"
Time Travel Mater,6.0,False,"Animation, Family","English, French"
Detective Conan: Full Score of Fear,7.004,False,"Animation, Action, Crime, Mystery",Japanese
The Incredible Hulk,6.343,False,"Action, Adventure, Science Fiction",English
Michael,7.0,False,Drama,German
Windstorm 3,7.465,False,"Family, Adventure",German
Biggie: I Got a Story to Tell,7.187,False,"Documentary, Music",English
Return,6.991,False,"Animation, Science Fiction",English
Over the Edge,7.278,False,"Crime, Drama",English
Requirements to Be a Normal Person,6.5,False,Comedy,Spanish
"Lacombe, Lucien",7.039,False,"Drama, War, Romance","English, French, German"
We Need Your Vote,5.117,False,Comedy,"French, Spanish"
"Ultramarines: A Warhammer 40,000 Movie",5.835,False,"Animation, Science Fiction",English
Dust Devil,6.361,False,"Horror, Mystery, Thriller",English
The Love Bug,5.399,False,"Fantasy, Adventure, Comedy, Family",English
Zapped!,5.239,False,Comedy,English
One Way,6.1,False,"Action, Crime, Thriller",English
61*,6.987,False,"TV Movie, Drama, History",English
Best Laid Plans,5.717,False,"Drama, Thriller, Crime",English
The Shape of Things,6.016,False,"Comedy, Drama, Romance",English
American Woman,6.422,False,Drama,English
Door Lock,7.335,False,"Thriller, Crime, Mystery",Korean
Inazuma Eleven: The Movie,7.63,False,"Fantasy, Animation",Japanese
Monster Hunt 2,6.696,False,"Adventure, Comedy, Fantasy",Mandarin
Love Streams,7.1,False,Drama,"English, French, Spanish"
Perdiamoci di vista,6.135,False,Comedy,Italian
Jacqueline Sauvage: It Was Him or Me,7.702,False,"Drama, TV Movie",French
A Personal Journey with Martin Scorsese Through American Movies,7.922,False,Documentary,English
Blush,7.835,False,"Animation, Romance, Science Fiction, Family","English, German"
Legendary,6.726,False,Drama,English
Emma,6.7,False,"Comedy, Drama, Romance, TV Movie",English
Wendy,5.67,False,"Drama, Fantasy",English
Calculator,4.709,False,"Thriller, Science Fiction, Action, Drama","French, German, Russian"
Hatred,7.322,False,"War, Drama, History","German, Polish, Russian, Ukrainian, Yiddish"
Cheyenne Autumn,6.652,False,Western,"English, Navajo"
Shrek in the Swamp Karaoke Dance Party,6.361,False,"Animation, Comedy, Music, Family, Romance",English
Punchline,5.383,False,"Comedy, Drama",English
Who Killed Captain Alex?,6.478,False,"Action, Drama, Comedy","Ganda, English"
Mephisto,7.175,False,Drama,"German, Hungarian, English"
The Night Watchmen,5.013,False,"Comedy, Horror",English
White Nights,6.696,False,"Drama, Thriller","English, French, Russian"
Profile,7.022,False,"Thriller, Drama, Mystery","English, Arabic"
Vinyan,5.1,False,"Drama, Horror, Thriller","English, Thai"
The Amityville Murders,4.9,False,Horror,English
Blow Dry,5.896,False,"Comedy, Drama",English
The Young Lions,6.8,False,"Action, Drama, War","English, French, German"
Suburban Gothic,5.421,False,"Horror, Comedy",English
SODA : Le rêve américain,5.3,False,Comedy,French
Hostage Radio,5.939,False,"Thriller, Horror",Spanish
A Night in Casablanca,6.825,False,Comedy,English
Between Two Worlds,6.9,False,Drama,"French, German"
Una festa esagerata,5.68,False,Comedy,Italian
A Christmas Carol,7.044,False,"Drama, Fantasy, Family",English
Dear Comrades!,7.474,False,"History, Drama",Russian
The Fortress,6.732,False,"War, Drama, History, Action",Korean
Two Rode Together,6.386,False,Western,English
Pottersville,4.952,False,Comedy,English
My Girlfriend's Boyfriend,5.675,False,"Romance, Comedy",English
The House Is Black,7.447,False,Documentary,Persian
When Trumpets Fade,6.5,False,"Drama, War, TV Movie",English
Father Son Therapy,5.425,False,Comedy,French
Mercenaries,5.189,False,Action,English
The Climb,6.2,False,Comedy,"French, English"
Bigger Stronger Faster*,6.846,False,Documentary,English
George Carlin: It's Bad for Ya!,7.842,False,Comedy,English
Gett: The Trial of Viviane Amsalem,7.57,False,Drama,"Hebrew, French"
Highway,5.64,False,"Action, Adventure, Drama",English
Waffle Street,6.1,False,"Drama, Comedy",English
Adopt a Highway,6.728,False,Drama,English
Mute Witness,6.254,False,"Thriller, Horror","Russian, English"
The Amputee,5.088,False,Drama,English
Poison Ivy 2: Lily,4.711,False,"Drama, Romance, Thriller",English
The Snows of Kilimanjaro,6.667,False,Drama,French
The Broadway Melody,5.193,False,"Music, Romance, Drama",English
Just Short of Perfect,6.092,False,"Romance, Comedy",Portuguese
Earth,6.759,False,Drama,No Language
Assembly,6.908,False,"Action, History","Mandarin, English, Russian"
The Scapegoat,5.956,False,Drama,French
Audrey Rose,5.522,False,"Drama, Horror, Thriller",English
The Wild Soccer Bunch,6.434,False,"Comedy, Family",German
The Princess and the Pilot,7.864,False,"Adventure, Animation, Drama, Romance",Japanese
Isabelle,5.118,False,Horror,English
Dragon Nest: Warriors' Dawn,7.6,False,"Fantasy, Animation","Cantonese, Mandarin, English, Moldavian, Russian"
Eulogy,6.571,False,"Comedy, Drama",English
Eve's Bayou,6.329,False,Drama,"French, Haitian; Haitian Creole, English"
Dead Man's Bluff,6.785,False,"Crime, Comedy, Thriller","English, Russian"
Blood,6.899,False,"Horror, Mystery, Thriller",English
Mum & Dad,5.746,False,"Horror, Thriller",English
The Three Faces of Eve,7.14,False,Drama,English
The Kiss,5.285,False,"Drama, Romance",No Language
Four Minutes,6.838,False,"Drama, Music",German
Quatermass 2,6.386,False,"Horror, Science Fiction",English
Treasure Island,6.478,False,"Adventure, Family, TV Movie",English
Bonjour Tristesse,6.689,False,"Drama, Romance",English
Chasing Coral,7.671,False,Documentary,English
A Jazzman's Blues,7.605,False,"Drama, Romance",English
The Canterville Ghost,5.6,False,"Fantasy, Comedy, Family",French
The Wall,6.478,False,"Science Fiction, Drama","English, German"
Ali Wong: Hard Knock Wife,6.947,False,Comedy,English
The Incredible Hulk Returns,6.061,False,"Action, Drama, Adventure, TV Movie",English
Emperor of the North,6.6,False,"Adventure, Drama, Action, Thriller",English
The Princess and the Warrior,6.9,False,"Romance, Drama",German
Gregory's Girl,6.684,False,"Comedy, Romance","English, Italian"
The Power,6.009,False,Horror,"English, Urdu"
A Detective Story,7.048,False,"Science Fiction, Animation, Crime",English
Holiday,6.215,False,"Action, Crime, Thriller",Hindi
The Return of Frank James,6.311,False,Western,English
What a Man,5.316,False,"Comedy, Romance","German, English, Turkish"
Open 24 Hours,5.596,False,"Horror, Thriller",English
Hitting the Apex,7.689,False,Documentary,"French, English, Spanish"
Nuns on the Run,5.765,False,Comedy,"English, Cantonese"
Last Moment of Clarity,5.298,False,Thriller,English
The Black Hole,6.978,False,Comedy,English
Generation Iron,6.689,False,Documentary,English
Totòtruffa '62,7.675,False,Comedy,Italian
The Truth About Love Is...,5.535,False,"Comedy, Drama, Family",Italian
Godless Youth,6.211,False,"Science Fiction, Thriller, Drama",German
Breezy,6.9,False,"Drama, Romance",English
Undertow,7.461,False,"Drama, Romance",Spanish
The House by the Sea,6.465,False,Drama,"Arabic, French"
Devil Between the Legs,6.6,False,Drama,Spanish
K2,5.61,False,"Thriller, Action, Adventure, Drama",English
Abandoned,5.8,False,"Drama, Thriller, Adventure",English
Here Comes the Devil,5.531,False,"Horror, Thriller",Spanish
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.64,False,Comedy,English
Rebels of the Neon God,7.342,False,"Drama, Crime",Mandarin
Awakening the Zodiac,5.215,False,"Crime, Drama, Mystery, Thriller",English
Convict,6.605,False,"Action, Crime, Drama",English
Abraham Lincoln vs. Zombies,3.843,False,"Horror, Action, Thriller",English
Rush,6.732,False,"Crime, Drama",English
Marebito,6.004,False,Horror,Japanese
Dillinger Is Dead,7.078,False,Drama,Italian
River Runs Red,5.409,False,"Thriller, Crime",English
The Other Side,6.329,False,"Horror, Mystery, Thriller",Swedish
The Cake Eaters,5.504,False,"Drama, Romance",English
Red White & Blue,6.263,False,"Drama, Thriller, Horror",English
Let It Be,7.6,False,"Documentary, Music",English
Shanghai Fortress,5.358,False,"Science Fiction, War","Mandarin, English"
Little Ashes,5.881,False,"Drama, Romance",English
Kaho Naa... Pyaar Hai,6.848,False,"Romance, Drama",Hindi
A Bluebird in My Heart,5.9,False,Thriller,"English, French"
The First Temptation of Christ,5.518,False,"Comedy, Fantasy",Portuguese
The Amazing Maurice,6.987,False,"Animation, Adventure, Comedy, Family, Fantasy",English
Voyage to the Bottom of the Sea,5.752,False,"Adventure, Drama, Science Fiction","French, English"
Céline and Julie Go Boating,6.743,False,"Comedy, Drama, Fantasy",French
Come Drink with Me,6.65,False,"Action, Adventure",Mandarin
150 Milligrams,6.7,False,Drama,French
Sayonara,6.6,False,"Drama, Romance","English, Japanese"
The Good Thief,6.093,False,"Crime, Drama, Thriller",English
The Naked Island,8.004,False,Drama,Japanese
A Village Almost Perfect!,5.358,False,Comedy,French
Synonyms,5.748,False,"Comedy, Drama","Hebrew, French, English"
Dante 01,4.872,False,Science Fiction,French
Neverwas,6.341,False,"Drama, Fantasy, Thriller","Hungarian, English"
Life During Wartime,6.115,False,"Comedy, Drama",English
Mortadelo & Filemon: The Big Adventure,5.549,False,"Action, Comedy","Catalan, Spanish, French, English"
Terrifier,6.221,False,Horror,English
Guilty as Sin,5.659,False,"Drama, Mystery, Thriller",English
Kaabil,6.845,False,"Action, Thriller, Drama",Hindi
"Comrades, Almost a Love Story",7.7,False,"Drama, Romance","Cantonese, Mandarin, English"
Gangubai Kathiawadi,7.46,False,"Crime, Drama, History",Hindi
Victim,7.438,False,"Drama, Crime, Thriller",English
Dead of Night,6.3,False,Horror,English
Tom and Jerry: Willy Wonka and the Chocolate Factory,6.624,False,"Family, Animation, Adventure, Comedy","English, Italian, Portuguese"
First Men in the Moon,6.235,False,"Adventure, Science Fiction","English, Italian"
Winnie-the-Pooh Goes Visiting,7.342,False,"Animation, Family",Russian
Skhizein,7.5,False,"Drama, Animation",French
Pooka!,5.951,False,"Horror, Thriller, TV Movie",English
Love & Sex,6.212,False,"Comedy, Drama, Romance","English, Russian"
Hothead,7.221,False,Comedy,French
Leaving Neverland: ProSieben Spezial,6.1,False,Documentary,"English, French, German"
Detective Conan: Strategy Above the Depths,6.863,False,"Animation, Mystery",Japanese
Hope Gap,6.341,False,Drama,English
Combat Girls,6.8,False,Drama,"German, English, Persian"
General Della Rovere,7.478,False,"War, Drama","Italian, German"
"Dawn Breaks, Which Is No Small Thing",7.0,False,Comedy,Spanish
Banana Split,6.8,False,Comedy,"English, German"
The Bachelor and the Bobby-Soxer,6.987,False,"Comedy, Romance",English
3 Hearts,5.571,False,"Romance, Drama","German, French, Mandarin"
Les Francis,5.0,False,Comedy,"French, Hungarian"
Mean Dreams,6.4,False,"Drama, Thriller",English
The Lost Husband,6.823,False,"Drama, Romance","English, German"
10.0 Earthquake,4.934,False,"Drama, Adventure, Action",English
Inbred,5.367,False,"Comedy, Horror","Italian, English"
The Colors of Fire,7.084,False,"History, Drama",French
Fantasmagorie,6.611,False,Animation,No Language
The Telephone Box,7.1,False,"Drama, Horror",Spanish
One Day More,6.049,False,"Romance, Comedy, Drama",Italian
Speed Kills,5.522,False,"Crime, Drama, Thriller",English
Survival Family,7.354,False,"Comedy, Family",Japanese
Lemmy,7.465,False,"Music, Documentary",English
Balance,7.575,False,"Drama, Animation",No Language
The Mod Squad,4.296,False,"Action, Mystery, Thriller, Drama",English
Gabriel's Rapture: Part III,7.987,False,Romance,English
"Come to My Place, I Live at a Girlfriend's",6.2,False,Comedy,French
"Life, and Nothing More…",7.655,False,Drama,Persian
Arahan,6.593,False,"Fantasy, Action, Comedy, Thriller",Korean
Tim and Eric's Billion Dollar Movie,5.628,False,Comedy,English
After Love,6.058,False,Drama,French
Recep Ivedik 2,4.473,False,Comedy,Turkish
In Between,7.049,False,Drama,"Arabic, Hebrew"
Satanic Panic,5.3,False,"Horror, Comedy",English
The Captain,7.124,False,"Drama, Thriller",Mandarin
Anand,7.062,False,Drama,Hindi
"Monster High: Frights, Camera, Action!",7.288,False,"Family, Animation, Fantasy",English
